,Unnamed: 0,optionid,securityid,strike,expiration,callput,contractsize,date_traded,contract_price,asset_price,contract_volume,days_to_maturity,rate,volatility,moneyness,mean_volatility,reversion,var_of_vol,rho
591,591,166173587.0,506496.0,2.6,2020-08-14,C,5.0,2020-08-07,5.779999923706056,2.5349759765625,578.0,7.0,0.113554,0.1812654824,1.0256507454266586,0.019294944030018718,4.575475118582437,0.07663538584760005,-0.7116896544696452
592,592,166173588.0,506496.0,2.61,2020-08-14,C,5.0,2020-08-07,4.3599998474121096,2.5349759765625,207.0,7.0,0.113554,0.1812654824,1.029595555985992,0.047171099192781736,0.7188098610306171,0.3658041697738321,-0.12967767728561824
593,593,166173589.0,506496.0,2.62,2020-08-14,C,5.0,2020-08-07,3.3,2.5349759765625,530.0,7.0,0.113554,0.1812654824,1.0335403665453253,0.026259458616536342,2.6039515024040467,0.3318377573937686,-0.22493546071891612
594,594,166173590.0,506496.0,2.63,2020-08-14,C,5.0,2020-08-07,2.479999923706054,2.5349759765625,9.0,7.0,0.113554,0.1812654824,1.0374851771046585,0.04470157483491423,1.641164951531337,0.2114302155012265,-0.6610668664579444
595,595,166173591.0,506496.0,2.64,2020-08-14,C,5.0,2020-08-07,1.8799999237060543,2.5349759765625,17.0,7.0,0.113554,0.1812654824,1.0414299876639919,0.020313860520489804,2.2150888396606665,0.2880713861963231,-0.518023028366009
596,596,166173593.0,506496.0,2.66,2020-08-14,C,5.0,2020-08-07,1.1,2.5349759765625,7.0,7.0,0.113554,0.1812654824,1.0493196087826584,0.0317106862757212,1.5898414139657546,0.10491868338082792,-0.5068292403960871
604,604,166218991.0,701056.0,7.1,2020-08-14,C,1.0,2020-08-07,26.0,6.9505,6.0,7.0,0.113554,0.2022432263,1.021509243939285,0.018855751411376853,3.5552956522287675,0.3247068468145019,-0.3957177153541404
605,605,166258366.0,701057.0,10.1,2020-08-14,C,2.0,2020-08-07,16.0,9.7565,4.0,7.0,0.113554,0.1985611737,1.0352072976989697,0.0173044943752732,1.9649993928083254,0.14886221074606193,-0.17613538562056902
606,606,166258367.0,701057.0,10.15,2020-08-14,C,2.0,2020-08-07,10.5,9.7565,60.0,7.0,0.113554,0.1985611737,1.04033208630144,0.013418389554646616,2.8710382511558405,0.15039616400052944,-0.12862670927374265
607,607,166258368.0,701057.0,10.2,2020-08-14,C,2.0,2020-08-07,6.5,9.7565,51.0,7.0,0.113554,0.1985611737,1.0454568749039101,0.01414004894599933,0.6352874733909059,0.011607646424643904,-0.6375965109405374
608,608,166264574.0,506497.0,0.495,2020-08-14,C,10.0,2020-08-07,2.5489999771118166,0.488952001953125,3.0,7.0,0.113554,0.1702299639,1.0123693082812142,0.018421240914420045,4.929757001764411,0.5999614536539816,-0.2508438613648309
618,618,165293639.0,506496.0,2.48,2020-05-15,C,5.0,2020-04-15,1.7799999237060546,2.055951953125,34.0,30.0,0.760939,0.5945729148,1.2062538700043337,0.025651460008880602,3.792738848043498,0.3923179047726922,-0.44663410353082433
619,619,165293641.0,506496.0,2.5,2020-05-15,C,5.0,2020-04-15,1.4800000190734863,2.055951953125,12.0,30.0,0.760939,0.5945729148,1.2159817237946913,0.01866263633914794,0.9860289234236025,0.581315802113495,-0.21853945712372214
620,620,165319239.0,506496.0,2.36,2020-05-15,C,5.0,2020-04-15,5.6,2.055951953125,122.0,30.0,0.760939,0.5945729148,1.1478867472621885,0.02250884279430343,4.25849255456143,0.33925553013305804,-0.431111816963478
621,621,165319241.0,506496.0,2.38,2020-05-15,C,5.0,2020-04-15,4.579999923706056,2.055951953125,2200.0,30.0,0.760939,0.5945729148,1.157614601052546,0.0456400587360525,1.1975862205851018,0.032920628531667974,-0.58746864141854
622,622,165319243.0,506496.0,2.4,2020-05-15,C,5.0,2020-04-15,3.7799999237060553,2.055951953125,2220.0,30.0,0.760939,0.5945729148,1.1673424548429037,0.041431200183940815,2.448954807164031,0.4971174382867362,-0.37821306009737293
623,623,165319246.0,506496.0,2.43,2020-05-15,C,5.0,2020-04-15,2.839999961853027,2.055951953125,430.0,30.0,0.760939,0.5945729148,1.1819342355284401,0.04439653331298654,3.230595886853937,0.11070761790807003,-0.11668595439480722
624,624,165319249.0,506496.0,2.46,2020-05-15,C,5.0,2020-04-15,2.1399999618530274,2.055951953125,6.0,30.0,0.760939,0.5945729148,1.1965260162139761,0.028821871671711158,0.2722598866917181,0.660322107073513,-0.3807802472893138
625,625,165330750.0,506496.0,2.33,2020-05-15,C,5.0,2020-04-15,7.759999847412109,2.055951953125,6.0,30.0,0.760939,0.5945729148,1.1332949665766523,0.017817480706555373,1.1530314895000153,0.41873922392910684,-0.41351578176991527
626,626,165330751.0,506496.0,2.34,2020-05-15,C,5.0,2020-04-15,6.94000015258789,2.055951953125,11.0,30.0,0.760939,0.5945729148,1.138158893471831,0.030433927327530304,1.2983820499756067,0.43707354289936257,-0.6274757567203466
627,627,165330752.0,506496.0,2.35,2020-05-15,C,5.0,2020-04-15,6.220000076293945,2.055951953125,125.0,30.0,0.760939,0.5945729148,1.1430228203670099,0.019074215639434188,2.3232264981619934,0.24634484987057814,-0.7066174865434449
628,628,165293762.0,506497.0,0.48,2020-05-15,C,10.0,2020-04-15,2.4120000839233398,0.435372021484375,6.0,30.0,0.760939,0.5849958736,1.1025053892151098,0.015254118699261621,0.7484983555813135,0.6789264791953847,-0.6847835325764484
629,629,165319365.0,506497.0,0.5,2020-05-15,C,10.0,2020-04-15,0.7050000190734863,0.435372021484375,8.0,30.0,0.760939,0.5849958736,1.1484431137657394,0.023651821985941124,3.739150608336385,0.33191944972715376,-0.6854423566261455
630,630,165349141.0,506497.0,0.49,2020-05-15,C,10.0,2020-04-15,1.3220000267028809,0.435372021484375,25.0,30.0,0.760939,0.5849958736,1.1254742514904246,0.0058543690502054655,4.350608874212338,0.22734955506704366,-0.25439746720651796
631,631,165437343.0,506497.0,0.475,2020-05-15,C,10.0,2020-04-15,3.2130001068115233,0.435372021484375,4.0,30.0,0.760939,0.5849958736,1.0910209580774524,0.01060228248238253,1.3294035341574117,0.13345821111067924,-0.16261184003756068
632,632,165437345.0,506497.0,0.485,2020-05-15,C,10.0,2020-04-15,1.7879999160766602,0.435372021484375,3.0,30.0,0.760939,0.5849958736,1.1139898203527672,0.027698668668868706,0.8127597967453698,0.3169822531396448,-0.23529735317047967
633,633,165293808.0,506522.0,1.02,2020-05-15,C,10.0,2020-04-15,2.8799999237060545,0.93202001953125,994.0,30.0,0.760939,0.4827640725,1.0943970930077216,0.029598356033324,3.4116452136226614,0.1298562049470455,-0.24348402861639373
634,634,165293809.0,506522.0,1.025,2020-05-15,C,10.0,2020-04-15,2.4299999237060548,0.93202001953125,172.0,30.0,0.760939,0.4827640725,1.0997617846401124,0.015847716049789455,2.3178457468846885,0.3725433324550153,-0.3720683887931705
635,635,165293810.0,506522.0,1.03,2020-05-15,C,10.0,2020-04-15,2.0600000381469727,0.93202001953125,1004.0,30.0,0.760939,0.4827640725,1.1051264762725033,0.010961119340126151,0.457057550906505,0.181309972581599,-0.1750794928608374
636,636,165293811.0,506522.0,1.035,2020-05-15,C,10.0,2020-04-15,1.7299999237060546,0.93202001953125,5.0,30.0,0.760939,0.4827640725,1.1104911679048939,0.012488686514146037,3.595578141503545,0.6448099901111182,-0.23563292202272618
653,653,165303473.0,701057.0,10.75,2020-05-15,C,2.0,2020-04-15,7.0,8.3595,4.0,30.0,0.760939,0.4735202263,1.2859620790717148,0.0335041101123094,2.7140521962993436,0.6496784960335708,-0.6655708400897212
654,654,165323058.0,701057.0,10.0,2020-05-15,C,2.0,2020-04-15,12.5,8.3595,41.0,30.0,0.760939,0.4735202263,1.196243794485316,0.007562220755234044,2.8905275440032927,0.16816053563180705,-0.6522776244925743
655,655,165323059.0,701057.0,10.25,2020-05-15,C,2.0,2020-04-15,5.0,8.3595,5.0,30.0,0.760939,0.4735202263,1.226149889347449,0.024016530198013766,1.362667810569539,0.14342748305329556,-0.4912889097466301
656,656,165323038.0,701056.0,7.9,2020-05-15,C,1.0,2020-04-15,13.0,6.845,3.0,30.0,0.760939,0.6028185064,1.1541271000730462,0.009619791291657707,1.0295176704329245,0.2602206621324946,-0.2749620783836936
666,666,165330922.0,506528.0,0.63,2020-05-15,C,10.0,2020-04-15,1.5,0.559764990234375,17.0,30.0,0.760939,0.5589074614,1.12547231604502,0.03096261451029539,3.1808055030386893,0.4777180187542697,-0.3878164847693375
667,667,165349374.0,506528.0,0.635,2020-05-15,C,10.0,2020-04-15,1.15,0.559764990234375,485.0,30.0,0.760939,0.5589074614,1.1344046360136313,0.038702294534004755,3.7381160370930555,0.10921106234581145,-0.16922327805778442
668,668,165366740.0,506528.0,0.615,2020-05-15,C,10.0,2020-04-15,3.25,0.559764990234375,11.0,30.0,0.760939,0.5589074614,1.0986753561391862,0.008421853216818952,2.2534926539131384,0.5684396961269031,-0.2261176715647613
669,669,165366741.0,506528.0,0.625,2020-05-15,C,10.0,2020-04-15,1.95,0.559764990234375,9.0,30.0,0.760939,0.5589074614,1.1165399960764086,0.0276203187110407,2.4034189818193057,0.6938834459068903,-0.42958339286072006
670,670,165366742.0,506528.0,0.6375,2020-05-15,C,10.0,2020-04-15,1.0,0.559764990234375,50.0,30.0,0.760939,0.5589074614,1.1388707959979367,0.031371681836528734,3.6001641276851437,0.1380576404702474,-0.4601190489103183
672,672,165347870.0,504880.0,0.3125,2020-05-15,C,10.0,2020-04-15,0.9800000190734863,0.2808199951171875,1152.0,30.0,0.760939,0.5825452537,1.1128124970929947,0.044700431453342564,2.0691141417674,0.3255389687905849,-0.0906531727641007
673,673,165347871.0,504880.0,0.3175,2020-05-15,C,10.0,2020-04-15,0.5800000190734863,0.2808199951171875,1771.0,30.0,0.760939,0.5825452537,1.1306174970464826,0.048512892106650836,1.2051450067672886,0.4014183526244438,-0.5514162469969407
674,674,165365236.0,504880.0,0.2975,2020-05-15,C,10.0,2020-04-15,3.8799999237060545,0.2808199951171875,1475.0,30.0,0.760939,0.5825452537,1.0593974972325308,0.0071474811320994085,1.4019594346182274,0.6500138737348906,-0.6693071935573526
675,675,165365237.0,504880.0,0.3025,2020-05-15,C,10.0,2020-04-15,2.5799999237060547,0.2808199951171875,1622.0,30.0,0.760939,0.5825452537,1.0772024971860188,0.03731865828819474,3.5612063011186854,0.7034905707979723,-0.2798468238125748
676,676,165365238.0,504880.0,0.3075,2020-05-15,C,10.0,2020-04-15,1.6200000762939453,0.2808199951171875,1590.0,30.0,0.760939,0.5825452537,1.0950074971395067,0.034466178724876444,2.6284271134050665,0.6524834803397013,-0.5073084507573408
677,677,165293804.0,506522.0,1.0,2020-05-15,C,10.0,2020-05-08,0.5300000190734864,0.9665349609375,186.0,7.0,0.112287,0.2099634596,1.0346237233157507,0.004561177580221148,4.564134670942592,0.29406847468329234,-0.6707509392176237
678,678,165293857.0,506522.0,0.98,2020-05-15,C,10.0,2020-05-08,2.8600000381469726,0.9665349609375,50.0,7.0,0.112287,0.2099634596,1.0139312488494356,0.010233766531171539,4.108106255609302,0.616738115149514,-0.7097507219527665
679,679,165293858.0,506522.0,0.985,2020-05-15,C,10.0,2020-05-08,1.8299999237060547,0.9665349609375,120.0,7.0,0.112287,0.2099634596,1.0191043674660145,0.00142916582987087,4.521302984126745,0.17309674664513772,-0.23977501048773414
680,680,165293859.0,506522.0,0.99,2020-05-15,C,10.0,2020-05-08,1.1600000381469728,0.9665349609375,13.0,7.0,0.112287,0.2099634596,1.0242774860825932,0.02228911611202103,3.926502956819185,0.1741944718303288,-0.26312212374496685
681,681,165293860.0,506522.0,0.995,2020-05-15,C,10.0,2020-05-08,0.75,0.9665349609375,6.0,7.0,0.112287,0.2099634596,1.029450604699172,0.009431089379926448,2.074014212100776,0.3035272029296543,-0.47727978978796287
703,703,165319236.0,506496.0,2.26,2020-05-15,C,5.0,2020-05-08,4.9,2.18089609375,1626.0,7.0,0.112287,0.3489523436,1.036271286136325,0.03480179898976673,2.2070683914283675,0.22933707113117363,-0.17779790082884017
704,704,165319237.0,506496.0,2.28,2020-05-15,C,5.0,2020-05-08,2.7799999237060544,2.18089609375,312.0,7.0,0.112287,0.3489523436,1.0454418284915137,0.0063253698059702376,1.5250886293798886,0.10522539934358005,-0.39716099766804736
705,705,165319238.0,506496.0,2.3,2020-05-15,C,5.0,2020-05-08,1.5600000381469727,2.18089609375,141.0,7.0,0.112287,0.3489523436,1.0546123708467026,0.03174419793165552,0.5055449912536142,0.4776559031114652,-0.528463306677808
706,706,165348905.0,506496.0,2.25,2020-05-15,C,5.0,2020-05-08,6.459999847412109,2.18089609375,411.0,7.0,0.112287,0.3489523436,1.0316860149587308,0.007385764715078502,2.0919494456040706,0.6813853710132167,-0.608642345979916
707,707,165348906.0,506496.0,2.27,2020-05-15,C,5.0,2020-05-08,3.7,2.18089609375,145.0,7.0,0.112287,0.3489523436,1.0408565573139195,0.010356022836053292,4.395344654780546,0.4872931895818096,-0.0992999292791498
708,708,165348907.0,506496.0,2.29,2020-05-15,C,5.0,2020-05-08,2.0799999237060542,2.18089609375,32.0,7.0,0.112287,0.3489523436,1.0500270996691083,0.03284114698884242,1.7216174626464298,0.6323555570271696,-0.07101395925106721
719,719,165349139.0,506497.0,0.46,2020-05-15,C,10.0,2020-05-08,3.4310001373291015,0.454964013671875,26.0,7.0,0.112287,0.3730182908,1.0110689772746664,0.003378389954334476,3.1656888583108884,0.2524158424202362,-0.23354732454333565
720,720,165366480.0,506497.0,0.47,2020-05-15,C,10.0,2020-05-08,1.0279999732971192,0.454964013671875,21.0,7.0,0.112287,0.3730182908,1.0330487376502027,0.03831732582332768,1.4025384557982241,0.0920282315669862,-0.25721139766723566
721,721,165437341.0,506497.0,0.465,2020-05-15,C,10.0,2020-05-08,1.9120000839233398,0.454964013671875,5.0,7.0,0.112287,0.3730182908,1.0220588574624345,0.02623928703656967,3.329044259628487,0.19830106613491383,-0.33668256739634994
722,722,165875275.0,506497.0,0.4625,2020-05-15,C,10.0,2020-05-08,2.5790000915527345,0.454964013671875,3.0,7.0,0.112287,0.3730182908,1.0165639173685506,0.04185187132054467,0.3541896974600184,0.5396542057665951,-0.3265482509662296
723,723,165365236.0,504880.0,0.2975,2020-05-15,C,10.0,2020-05-08,1.1199999809265138,0.2908110107421875,3098.0,7.0,0.112287,0.3216430027,1.0230011554264788,0.02718064517629061,3.46978851887782,0.5065330248584858,-0.09268340117691426
724,724,165405335.0,504880.0,0.2925,2020-05-15,C,10.0,2020-05-08,2.75,0.2908110107421875,2049.0,7.0,0.112287,0.3216430027,1.0058078586966221,0.04976545968365817,3.4383559131018693,0.6892655088390128,-0.35659810589277957
725,725,165371883.0,701057.0,9.25,2020-05-15,C,2.0,2020-05-08,5.5,8.719,69.0,7.0,0.112287,0.3372105994,1.0609014795274687,0.0035724783320331957,2.4893270017387272,0.4345072665394055,-0.6982140347634114
726,726,165837684.0,701057.0,9.125,2020-05-15,C,2.0,2020-05-08,15.5,8.719,28.0,7.0,0.112287,0.3372105994,1.0465649730473678,0.0020338703142599385,3.4959169415215157,0.05417192265853119,-0.7455459875515466
727,727,165883257.0,701057.0,9.1,2020-05-15,C,2.0,2020-05-08,19.0,8.719,4.0,7.0,0.112287,0.3372105994,1.0436976717513478,0.02362043875479496,4.22933766525277,0.19037196188351724,-0.6141051449179088
728,728,165883258.0,701057.0,9.15,2020-05-15,C,2.0,2020-05-08,13.0,8.719,4.0,7.0,0.112287,0.3372105994,1.0494322743433881,0.04064505373626555,2.543711129653998,0.6203416071144573,-0.3524694533876757
729,729,165883259.0,701057.0,9.2,2020-05-15,C,2.0,2020-05-08,8.5,8.719,8.0,7.0,0.112287,0.3372105994,1.0551668769354283,0.046086854499821577,2.0061195839634918,0.4751411981737081,-0.14858167053256585
730,730,165883260.0,701057.0,9.3,2020-05-15,C,2.0,2020-05-08,3.0,8.719,10.0,7.0,0.112287,0.3372105994,1.0666360821195093,0.02081459765337955,2.8544516473766954,0.321491553745623,-0.5310492005365826
735,735,165413291.0,701056.0,7.0,2020-05-15,C,1.0,2020-05-08,19.0,6.78310009765625,41.0,7.0,0.112287,0.3118219544,1.031976515047846,0.04416571539052547,2.7791991102112306,0.25917085335872,-0.344637983504286
736,736,165293874.0,506522.0,1.28,2021-12-17,C,10.0,2020-12-28,1.7200000762939454,1.0603490234375,150.0,354.0,0.177139,0.124995384,1.207149694777313,0.04309196497483551,3.3749064485829683,0.40937277836983654,-0.4805181939850936
737,737,165293875.0,506522.0,1.3,2021-12-17,C,10.0,2020-12-28,1.2199999809265136,1.0603490234375,10.0,354.0,0.177139,0.124995384,1.2260114087582086,0.003600748186506641,2.3263678765469913,0.6839721596601732,-0.6713326964607944
738,738,173767186.0,506522.0,1.15,2021-03-19,C,10.0,2020-12-28,1.6899999618530273,1.0603490234375,72.0,81.0,0.17407,0.124995384,1.084548553901492,0.015975079516382207,4.746944520816002,0.045100929021345236,-0.7273102626462704
739,739,174117882.0,506522.0,1.065,2021-01-04,C,10.0,2020-12-28,3.1700000762939453,1.0603490234375,25.0,7.0,0.099238,0.124995384,1.0043862694826862,0.025459212557931127,5.00530483380643,0.418388290958804,-0.7288786149178861
744,744,165318546.0,504880.0,0.3325,2020-08-21,C,10.0,2020-08-14,2.85,0.3305050048828125,3635.0,7.0,0.111151,0.1694870067,1.0060362024408522,0.041750885820249925,0.9182065517769245,0.5053320322691145,-0.20471782733520028
745,745,165318547.0,504880.0,0.335,2020-08-21,C,10.0,2020-08-14,1.8200000762939452,0.3305050048828125,10658.0,7.0,0.111151,0.1694870067,1.0136003844140917,0.027943156037754043,2.980226192580888,0.25276019216915396,-0.14314859814964878
746,746,165318548.0,504880.0,0.3375,2020-08-21,C,10.0,2020-08-14,1.0699999809265137,0.3305050048828125,4344.0,7.0,0.111151,0.1694870067,1.0211645663873312,0.0045693425242134145,0.4995491310946043,0.35840202030672896,-0.1297888292023302
747,747,165318549.0,504880.0,0.34,2020-08-21,C,10.0,2020-08-14,0.5800000190734863,0.3305050048828125,9836.0,7.0,0.111151,0.1694870067,1.0287287483605707,0.040369635459851366,4.285126615908306,0.5948270308738259,-0.6717135030301213
748,748,165349260.0,506528.0,0.63,2020-08-21,C,10.0,2020-08-14,0.65,0.60900400390625,5.0,7.0,0.111151,0.18163639,1.034475957397781,0.02079273179648225,0.09901840109446224,0.05630005516384218,-0.495989323543425
749,749,165366626.0,506528.0,0.625,2020-08-21,C,10.0,2020-08-14,1.2,0.60900400390625,25.0,7.0,0.111151,0.18163639,1.026265830751767,0.026212544608025315,3.5660766630186607,0.37492883438324476,-0.5917744724790213
750,750,165366627.0,506528.0,0.6275,2020-08-21,C,10.0,2020-08-14,0.9,0.60900400390625,46.0,7.0,0.111151,0.18163639,1.030370894074774,0.01469104936139428,0.534537878352323,0.1307630807734243,-0.5812557197421953
751,751,165407694.0,506528.0,0.6225,2020-08-21,C,10.0,2020-08-14,1.6,0.60900400390625,20.0,7.0,0.111151,0.18163639,1.02216076742876,0.0023185452209337643,4.415103899506212,0.5539844816616225,-0.5983791658588016
752,752,165864717.0,506528.0,0.615,2020-08-21,C,10.0,2020-08-14,3.6,0.60900400390625,60.0,7.0,0.111151,0.18163639,1.0098455774597388,0.028413030279539758,2.172386489229228,0.11070037983707876,-0.46650744093292856
753,753,165881363.0,506528.0,0.6175,2020-08-21,C,10.0,2020-08-14,2.8,0.60900400390625,85.0,7.0,0.111151,0.18163639,1.0139506407827459,0.021467569381701492,2.682061796548922,0.5196735769033367,-0.5316678977443867
765,765,165940240.0,506497.0,0.5,2020-08-21,C,10.0,2020-08-14,3.933000183105469,0.496293017578125,528.0,7.0,0.111151,0.1728855337,1.007469342284856,0.049814337739286355,4.8609319953731,0.4898216783351406,-0.42695361626918366
766,766,165992793.0,506497.0,0.51,2020-08-21,C,10.0,2020-08-14,1.0399999618530271,0.496293017578125,180.0,7.0,0.111151,0.1728855337,1.027618729130553,0.009184675456993033,0.9031087515029956,0.12311719414023117,-0.13668114223332012
767,767,166026614.0,506497.0,0.505,2020-08-21,C,10.0,2020-08-14,2.121999931335449,0.496293017578125,139.0,7.0,0.111151,0.1728855337,1.0175440357077044,0.02710922886493744,2.6858157856092473,0.3076019305691997,-0.18522339793006687
768,768,166208261.0,506497.0,0.5025,2020-08-21,C,10.0,2020-08-14,2.9190000534057616,0.496293017578125,214.0,7.0,0.111151,0.1728855337,1.01250668899628,0.042130157316356394,1.6747605393320624,0.22706205125189974,-0.5180315933512584
769,769,166208263.0,506497.0,0.5075,2020-08-21,C,10.0,2020-08-14,1.4920000076293944,0.496293017578125,178.0,7.0,0.111151,0.1728855337,1.0225813824191285,0.015163763821042248,4.760338319873225,0.130877475198397,-0.49433980284898743
770,770,165940252.0,506522.0,1.03,2020-08-21,C,10.0,2020-08-14,2.789999961853028,1.0163599609375,263.0,7.0,0.111151,0.1466062576,1.0134204805253428,0.0358054605892476,2.2155279437876976,0.39707192671574937,-0.1273989364627212
771,771,165940254.0,506522.0,1.04,2020-08-21,C,10.0,2020-08-14,1.0399999618530271,1.0163599609375,97.0,7.0,0.111151,0.1466062576,1.023259514316851,0.043147954180617926,2.908143953661516,0.23886231025847224,-0.5525156926062058
772,772,165940255.0,506522.0,1.045,2020-08-21,C,10.0,2020-08-14,0.6199999809265136,1.0163599609375,3.0,7.0,0.111151,0.1466062576,1.0281790312126051,0.04264999840166915,2.09622830738808,0.09171085503792649,-0.47668671281213204
789,789,165950458.0,701056.0,7.3,2020-08-21,C,1.0,2020-08-14,35.0,7.1542998046875,76.0,7.0,0.111151,0.2130536999,1.0203654025257702,0.020090773584536394,4.19111249617345,0.09999121731684342,-0.10271378357214017
790,790,165950460.0,701056.0,7.4,2020-08-21,C,1.0,2020-08-14,15.0,7.1542998046875,89.0,7.0,0.111151,0.2130536999,1.034343010779548,0.0017045060396328907,1.0826840331155185,0.3081272116465515,-0.5831805329819576
791,791,165966430.0,701057.0,10.5,2020-08-21,C,2.0,2020-08-14,6.0,10.013,48.0,7.0,0.111151,0.2040860775,1.048636772196145,0.00841867647700803,3.7631302988119995,0.18987328956736976,-0.6116452648851429
792,792,166219071.0,701057.0,10.375,2020-08-21,C,2.0,2020-08-14,17.5,10.013,134.0,7.0,0.111151,0.2040860775,1.0361530010985718,0.006663478308897724,4.517944195782006,0.11231157994927722,-0.19518969226920574
793,793,166279053.0,701057.0,10.4,2020-08-21,C,2.0,2020-08-14,14.5,10.013,6.0,7.0,0.111151,0.2040860775,1.0386497553180865,0.02617499513174759,4.5273029575200345,0.6730269959489479,-0.35199618328678417
794,794,166279054.0,701057.0,10.45,2020-08-21,C,2.0,2020-08-14,9.5,10.013,4.0,7.0,0.111151,0.2040860775,1.0436432637571156,0.00800404207462906,1.5273399561750363,0.06465827060895893,-0.40088198997158214
795,795,166279055.0,701057.0,10.55,2020-08-21,C,2.0,2020-08-14,4.0,10.013,5.0,7.0,0.111151,0.2040860775,1.0536302806351743,0.015140408892352401,4.052405225625607,0.6232003903469329,-0.15870342094587497
796,796,165974900.0,506496.0,2.64,2020-08-21,C,5.0,2020-08-14,7.180000305175781,2.58026796875,735.0,7.0,0.111151,0.1846693091,1.023149545695805,0.0423866016702827,3.817666300074709,0.19950829927990746,-0.1490536400939716
797,797,165974901.0,506496.0,2.65,2020-08-21,C,5.0,2020-08-14,5.340000152587891,2.58026796875,150.0,7.0,0.111151,0.1846693091,1.027025112156774,0.016497873375354126,1.179467302305451,0.40320608692497345,-0.34278320067319107
798,798,165974902.0,506496.0,2.66,2020-08-21,C,5.0,2020-08-14,3.9400001525878907,2.58026796875,427.0,7.0,0.111151,0.1846693091,1.030900678617743,0.032658300723507734,2.3425515470296183,0.5222750818045441,-0.446767668509173
799,799,165974903.0,506496.0,2.67,2020-08-21,C,5.0,2020-08-14,2.9200000762939458,2.58026796875,126.0,7.0,0.111151,0.1846693091,1.034776245078712,0.04166611368078307,0.3486818956582849,0.09461051253896577,-0.7352738102956313
800,800,165974904.0,506496.0,2.68,2020-08-21,C,5.0,2020-08-14,2.2200000762939456,2.58026796875,154.0,7.0,0.111151,0.1846693091,1.038651811539681,0.024239150754683678,2.3763273350610232,0.4302481136166071,-0.3697014170793393
801,801,165974905.0,506496.0,2.69,2020-08-21,C,5.0,2020-08-14,1.7,2.58026796875,21.0,7.0,0.111151,0.1846693091,1.0425273780006499,0.042923632877058276,0.6897687427744859,0.5123829186061006,-0.5874544435303357
802,802,165974906.0,506496.0,2.7,2020-08-21,C,5.0,2020-08-14,1.3199999809265137,2.58026796875,231.0,7.0,0.111151,0.1846693091,1.0464029444616187,0.047456237670925744,3.38970254184923,0.36507180729411,-0.7142847629723206
803,803,165974907.0,506496.0,2.71,2020-08-21,C,5.0,2020-08-14,1.0199999809265137,2.58026796875,10.0,7.0,0.111151,0.1846693091,1.0502785109225876,0.021667640928057542,2.847945708472775,0.5042187109934018,-0.2313543942311619
804,804,165330796.0,506496.0,2.31,2020-05-29,C,5.0,2020-05-22,3.5200000762939454,2.2147740234375,66.0,7.0,0.093277,0.3188500287,1.0429957980158635,0.026081862717461737,1.523023035428032,0.22038155376151605,-0.3112012841934677
805,805,165330797.0,506496.0,2.32,2020-05-29,C,5.0,2020-05-22,2.5600000381469727,2.2147740234375,8.0,7.0,0.093277,0.3188500287,1.0475109313406072,0.001084253100348919,4.764178586439409,0.6005610460670973,-0.6864799090380664
806,806,165330798.0,506496.0,2.33,2020-05-29,C,5.0,2020-05-22,1.8399999618530274,2.2147740234375,22.0,7.0,0.093277,0.3188500287,1.0520260646653514,0.043895660091597205,2.5274634143943677,0.20637695854687646,-0.45840640953154177
807,807,165337260.0,506496.0,2.3,2020-05-29,C,5.0,2020-05-22,4.779999923706056,2.2147740234375,894.0,7.0,0.093277,0.3188500287,1.0384806646911193,0.009301390228166024,4.3245515455646055,0.5517220696020886,-0.342091206530449
808,808,165349073.0,506496.0,2.29,2020-05-29,C,5.0,2020-05-22,6.44000015258789,2.2147740234375,207.0,7.0,0.093277,0.3188500287,1.0339655313663754,0.007850588090614929,0.5506542459731883,0.6567300770188408,-0.2914928957393065
809,809,165365286.0,504880.0,0.2975,2020-05-29,C,10.0,2020-05-22,1.1399999618530272,0.2905469970703125,1354.0,7.0,0.093277,0.2965591022,1.0239307340973993,0.041577009818654545,1.1039634800583598,0.40990707365062246,-0.14511381521271116
810,810,165365287.0,504880.0,0.3,2020-05-29,C,10.0,2020-05-22,0.65,0.2905469970703125,6847.0,7.0,0.093277,0.2965591022,1.0325351940477976,0.03118830609148846,4.971877077642587,0.32002225410362317,-0.6582654766614071
811,811,165405452.0,504880.0,0.2925,2020-05-29,C,10.0,2020-05-22,2.9200000762939453,0.2905469970703125,4988.0,7.0,0.093277,0.2965591022,1.0067218141966026,0.046893915944789345,1.0087303766417444,0.02807582127848579,-0.18667977347517284
812,812,165405453.0,504880.0,0.295,2020-05-29,C,10.0,2020-05-22,1.8899999618530277,0.2905469970703125,8410.0,7.0,0.093277,0.2965591022,1.0153262741470008,0.008603222638161722,1.8732387820050282,0.4565051568734713,-0.3932123417749377
822,822,165891538.0,701056.0,7.0,2020-05-29,C,1.0,2020-05-22,12.0,6.6975,4.0,7.0,0.093277,0.2935446748,1.0451661067562523,0.047393261069308114,4.247165045112926,0.2802453021643373,-0.2800368421822463
823,823,165917950.0,701057.0,9.05,2020-05-29,C,2.0,2020-05-22,14.5,8.6465,5.0,7.0,0.093277,0.2995579344,1.0466662811542244,0.005385176356253274,3.3014917132403827,0.3308023283089175,-0.6242253344053493
824,824,165917951.0,701057.0,9.1,2020-05-29,C,2.0,2020-05-22,9.5,8.6465,57.0,7.0,0.093277,0.2995579344,1.0524489677904354,0.015447884308077236,2.3631556334291113,0.41029870401139934,-0.5398012950706563
