,optionid,securityid,strike,expiration,callput,contractsize,date_traded,contract_price,asset_price,contract_volume,days_to_maturity,rate,volatility
535,165319311.0,506496.0,12200.0,2020-03-13,C,5.0,2020-03-06,31.899999618530273,11541.8701171875,241.0,7.0,1.089563,0.2557638311
536,165319312.0,506496.0,12250.0,2020-03-13,C,5.0,2020-03-06,24.600000381469727,11541.8701171875,313.0,7.0,1.089563,0.2557638311
537,165319313.0,506496.0,12300.0,2020-03-13,C,5.0,2020-03-06,19.0,11541.8701171875,222.0,7.0,1.089563,0.2557638311
538,165260279.0,702263.0,1740.0,2020-03-13,C,100.0,2020-03-06,5.400000095367432,1630.510009765625,8.0,7.0,1.089563,0.2574247182
539,165323334.0,702263.0,1650.0,2020-03-13,C,100.0,2020-03-06,32.0,1630.510009765625,10.0,7.0,1.089563,0.2574247182
540,165323336.0,702263.0,1660.0,2020-03-13,C,100.0,2020-03-06,25.0,1630.510009765625,32.0,7.0,1.089563,0.2574247182
541,165323339.0,702263.0,1675.0,2020-03-13,C,100.0,2020-03-06,23.0,1630.510009765625,53.0,7.0,1.089563,0.2574247182
542,165323340.0,702263.0,1680.0,2020-03-13,C,100.0,2020-03-06,15.25,1630.510009765625,7.0,7.0,1.089563,0.2574247182
543,165323342.0,702263.0,1690.0,2020-03-13,C,100.0,2020-03-06,13.25,1630.510009765625,22.0,7.0,1.089563,0.2574247182
544,165323344.0,702263.0,1700.0,2020-03-13,C,100.0,2020-03-06,10.5,1630.510009765625,80.0,7.0,1.089563,0.2574247182
545,165323346.0,702263.0,1710.0,2020-03-13,C,100.0,2020-03-06,9.800000190734863,1630.510009765625,13.0,7.0,1.089563,0.2574247182
546,165323348.0,702263.0,1720.0,2020-03-13,C,100.0,2020-03-06,6.0,1630.510009765625,5.0,7.0,1.089563,0.2574247182
547,165333440.0,702263.0,1640.0,2020-03-13,C,100.0,2020-03-06,30.0,1630.510009765625,4.0,7.0,1.089563,0.2574247182
548,165265290.0,701056.0,9000.0,2020-03-13,C,1.0,2020-03-06,25.0,8375.599609375,11.0,7.0,1.089563,0.2618189304
549,165265291.0,701056.0,9100.0,2020-03-13,C,1.0,2020-03-06,16.0,8375.599609375,4.0,7.0,1.089563,0.2618189304
550,165265292.0,701056.0,9200.0,2020-03-13,C,1.0,2020-03-06,9.0,8375.599609375,10.0,7.0,1.089563,0.2618189304
551,165292164.0,504880.0,3450.0,2020-03-13,C,10.0,2020-03-06,5.199999809265137,3232.070068359375,5445.0,7.0,1.089563,0.2685030814
552,165318573.0,504880.0,3325.0,2020-03-13,C,10.0,2020-03-06,35.79999923706055,3232.070068359375,2053.0,7.0,1.089563,0.2685030814
553,165318574.0,504880.0,3350.0,2020-03-13,C,10.0,2020-03-06,26.700000762939453,3232.070068359375,3447.0,7.0,1.089563,0.2685030814
554,165318575.0,504880.0,3375.0,2020-03-13,C,10.0,2020-03-06,19.200000762939453,3232.070068359375,803.0,7.0,1.089563,0.2685030814
555,165318576.0,504880.0,3400.0,2020-03-13,C,10.0,2020-03-06,13.100000381469727,3232.070068359375,1223.0,7.0,1.089563,0.2685030814
556,165318577.0,504880.0,3425.0,2020-03-13,C,10.0,2020-03-06,8.5,3232.070068359375,2864.0,7.0,1.089563,0.2685030814
557,165338718.0,701057.0,22500.0,2020-03-13,C,2.0,2020-03-06,32.0,20787.25,9.0,7.0,1.089563,0.2959375443
558,165338719.0,701057.0,22600.0,2020-03-13,C,2.0,2020-03-06,24.0,20787.25,4.0,7.0,1.089563,0.2959375443
559,165338720.0,701057.0,22700.0,2020-03-13,C,2.0,2020-03-06,18.0,20787.25,23.0,7.0,1.089563,0.2959375443
560,165338721.0,701057.0,22800.0,2020-03-13,C,2.0,2020-03-06,13.0,20787.25,3.0,7.0,1.089563,0.2959375443
561,165338723.0,701057.0,23000.0,2020-03-13,C,2.0,2020-03-06,6.0,20787.25,6.0,7.0,1.089563,0.2959375443
562,165349539.0,506534.0,520.0,2020-03-13,C,100.0,2020-03-06,20.559999465942383,531.2899780273438,132.0,7.0,1.089563,0.2727827388
563,165349543.0,506534.0,530.0,2020-03-13,C,100.0,2020-03-06,14.010000228881836,531.2899780273438,347.0,7.0,1.089563,0.2727827388
564,165349545.0,506534.0,532.0,2020-03-13,C,100.0,2020-03-06,12.829999923706055,531.2899780273438,87.0,7.0,1.089563,0.2727827388
565,165349547.0,506534.0,534.0,2020-03-13,C,100.0,2020-03-06,11.710000038146973,531.2899780273438,115.0,7.0,1.089563,0.2727827388
566,165349549.0,506534.0,536.0,2020-03-13,C,100.0,2020-03-06,10.630000114440918,531.2899780273438,31.0,7.0,1.089563,0.2727827388
567,165349551.0,506534.0,538.0,2020-03-13,C,100.0,2020-03-06,9.609999656677246,531.2899780273438,93.0,7.0,1.089563,0.2727827388
568,165349553.0,506534.0,540.0,2020-03-13,C,100.0,2020-03-06,8.649999618530273,531.2899780273438,572.0,7.0,1.089563,0.2727827388
569,165349555.0,506534.0,542.0,2020-03-13,C,100.0,2020-03-06,7.75,531.2899780273438,29.0,7.0,1.089563,0.2727827388
570,165349557.0,506534.0,544.0,2020-03-13,C,100.0,2020-03-06,6.900000095367432,531.2899780273438,85.0,7.0,1.089563,0.2727827388
571,165349559.0,506534.0,546.0,2020-03-13,C,100.0,2020-03-06,6.110000133514404,531.2899780273438,127.0,7.0,1.089563,0.2727827388
572,165349561.0,506534.0,548.0,2020-03-13,C,100.0,2020-03-06,5.380000114440918,531.2899780273438,49.0,7.0,1.089563,0.2727827388
573,165366983.0,506534.0,500.0,2020-03-13,C,100.0,2020-03-06,36.13999938964844,531.2899780273438,110.0,7.0,1.089563,0.2727827388
574,165366987.0,506534.0,512.0,2020-03-13,C,100.0,2020-03-06,26.459999084472656,531.2899780273438,3.0,7.0,1.089563,0.2727827388
575,165366989.0,506534.0,514.0,2020-03-13,C,100.0,2020-03-06,24.93000030517578,531.2899780273438,4.0,7.0,1.089563,0.2727827388
576,165366991.0,506534.0,516.0,2020-03-13,C,100.0,2020-03-06,23.440000534057617,531.2899780273438,9.0,7.0,1.089563,0.2727827388
577,165366999.0,506534.0,526.0,2020-03-13,C,100.0,2020-03-06,16.510000228881836,531.2899780273438,20.0,7.0,1.089563,0.2727827388
578,165367001.0,506534.0,528.0,2020-03-13,C,100.0,2020-03-06,15.239999771118164,531.2899780273438,8.0,7.0,1.089563,0.2727827388
579,165260711.0,742049.0,285.0,2020-08-14,C,250000.0,2020-07-14,9.930000305175781,290.6400146484375,15.0,31.0,0.17907,0.1776317963
580,165260712.0,742049.0,287.5,2020-08-14,C,250000.0,2020-07-14,8.34000015258789,290.6400146484375,7.0,31.0,0.17907,0.1776317963
581,165260713.0,742049.0,290.0,2020-08-14,C,250000.0,2020-07-14,6.909999847412109,290.6400146484375,323.0,31.0,0.17907,0.1776317963
582,165260714.0,742049.0,292.5,2020-08-14,C,250000.0,2020-07-14,5.650000095367432,290.6400146484375,354.0,31.0,0.17907,0.1776317963
583,166173121.0,504880.0,3475.0,2020-08-14,C,10.0,2020-07-14,25.299999237060547,3321.389892578125,16.0,31.0,0.17907,0.1983021074
584,165260719.0,742049.0,305.0,2020-08-14,C,250000.0,2020-08-07,8.109999656677246,311.20001220703125,22.0,7.0,0.113554,0.1492635701
585,165260720.0,742049.0,307.5,2020-08-14,C,250000.0,2020-08-07,6.119999885559082,311.20001220703125,47.0,7.0,0.113554,0.1492635701
586,166173112.0,504880.0,3250.0,2020-08-14,C,10.0,2020-08-07,34.29999923706055,3252.64990234375,2110.0,7.0,0.113554,0.1633045356
587,166173113.0,504880.0,3275.0,2020-08-14,C,10.0,2020-08-07,22.299999237060547,3252.64990234375,1593.0,7.0,0.113554,0.1633045356
588,166173114.0,504880.0,3300.0,2020-08-14,C,10.0,2020-08-07,13.199999809265137,3252.64990234375,4105.0,7.0,0.113554,0.1633045356
589,166173115.0,504880.0,3325.0,2020-08-14,C,10.0,2020-08-07,7.0,3252.64990234375,1281.0,7.0,0.113554,0.1633045356
590,166173586.0,506496.0,12950.0,2020-08-14,C,5.0,2020-08-07,38.20000076293945,12674.8798828125,28.0,7.0,0.113554,0.1812654824
591,166173587.0,506496.0,13000.0,2020-08-14,C,5.0,2020-08-07,28.899999618530273,12674.8798828125,578.0,7.0,0.113554,0.1812654824
592,166173588.0,506496.0,13050.0,2020-08-14,C,5.0,2020-08-07,21.799999237060547,12674.8798828125,207.0,7.0,0.113554,0.1812654824
593,166173589.0,506496.0,13100.0,2020-08-14,C,5.0,2020-08-07,16.5,12674.8798828125,530.0,7.0,0.113554,0.1812654824
594,166173590.0,506496.0,13150.0,2020-08-14,C,5.0,2020-08-07,12.399999618530273,12674.8798828125,9.0,7.0,0.113554,0.1812654824
595,166173591.0,506496.0,13200.0,2020-08-14,C,5.0,2020-08-07,9.399999618530273,12674.8798828125,17.0,7.0,0.113554,0.1812654824
596,166173593.0,506496.0,13300.0,2020-08-14,C,5.0,2020-08-07,5.5,12674.8798828125,7.0,7.0,0.113554,0.1812654824
597,166175778.0,702263.0,1720.0,2020-08-14,C,100.0,2020-08-07,31.0,1742.8399658203125,3.0,7.0,0.113554,0.1674930705
598,166175782.0,702263.0,1740.0,2020-08-14,C,100.0,2020-08-07,20.0,1742.8399658203125,13.0,7.0,0.113554,0.1674930705
599,166175784.0,702263.0,1750.0,2020-08-14,C,100.0,2020-08-07,14.75,1742.8399658203125,21.0,7.0,0.113554,0.1674930705
600,166175785.0,702263.0,1755.0,2020-08-14,C,100.0,2020-08-07,14.0,1742.8399658203125,28.0,7.0,0.113554,0.1674930705
601,166175786.0,702263.0,1760.0,2020-08-14,C,100.0,2020-08-07,10.25,1742.8399658203125,20.0,7.0,0.113554,0.1674930705
602,166175787.0,702263.0,1765.0,2020-08-14,C,100.0,2020-08-07,8.199999809265137,1742.8399658203125,12.0,7.0,0.113554,0.1674930705
603,166175788.0,702263.0,1770.0,2020-08-14,C,100.0,2020-08-07,7.400000095367432,1742.8399658203125,60.0,7.0,0.113554,0.1674930705
604,166218991.0,701056.0,7100.0,2020-08-14,C,1.0,2020-08-07,26.0,6950.5,6.0,7.0,0.113554,0.2022432263
605,166258366.0,701057.0,20200.0,2020-08-14,C,2.0,2020-08-07,32.0,19513.0,4.0,7.0,0.113554,0.1985611737
606,166258367.0,701057.0,20300.0,2020-08-14,C,2.0,2020-08-07,21.0,19513.0,60.0,7.0,0.113554,0.1985611737
607,166258368.0,701057.0,20400.0,2020-08-14,C,2.0,2020-08-07,13.0,19513.0,51.0,7.0,0.113554,0.1985611737
608,166264574.0,506497.0,4950.0,2020-08-14,C,10.0,2020-08-07,25.489999771118164,4889.52001953125,3.0,7.0,0.113554,0.1702299639
609,166264672.0,506534.0,540.0,2020-08-14,C,100.0,2020-08-07,19.65999984741211,559.5700073242188,14.0,7.0,0.113554,0.1802727608
610,166264676.0,506534.0,544.0,2020-08-14,C,100.0,2020-08-07,16.200000762939453,559.5700073242188,21.0,7.0,0.113554,0.1802727608
611,166264678.0,506534.0,546.0,2020-08-14,C,100.0,2020-08-07,14.539999961853027,559.5700073242188,10.0,7.0,0.113554,0.1802727608
612,166264680.0,506534.0,548.0,2020-08-14,C,100.0,2020-08-07,12.930000305175781,559.5700073242188,6.0,7.0,0.113554,0.1802727608
613,166264682.0,506534.0,550.0,2020-08-14,C,100.0,2020-08-07,11.369999885559082,559.5700073242188,33.0,7.0,0.113554,0.1802727608
614,166264684.0,506534.0,552.0,2020-08-14,C,100.0,2020-08-07,9.90999984741211,559.5700073242188,9.0,7.0,0.113554,0.1802727608
615,166264686.0,506534.0,554.0,2020-08-14,C,100.0,2020-08-07,8.529999732971191,559.5700073242188,58.0,7.0,0.113554,0.1802727608
616,166264688.0,506534.0,556.0,2020-08-14,C,100.0,2020-08-07,7.239999771118164,559.5700073242188,77.0,7.0,0.113554,0.1802727608
617,166264690.0,506534.0,558.0,2020-08-14,C,100.0,2020-08-07,6.03000020980835,559.5700073242188,227.0,7.0,0.113554,0.1802727608
618,165293639.0,506496.0,12400.0,2020-05-15,C,5.0,2020-04-15,8.899999618530273,10279.759765625,34.0,30.0,0.760939,0.5945729148
619,165293641.0,506496.0,12500.0,2020-05-15,C,5.0,2020-04-15,7.400000095367432,10279.759765625,12.0,30.0,0.760939,0.5945729148
620,165319239.0,506496.0,11800.0,2020-05-15,C,5.0,2020-04-15,28.0,10279.759765625,122.0,30.0,0.760939,0.5945729148
621,165319241.0,506496.0,11900.0,2020-05-15,C,5.0,2020-04-15,22.899999618530273,10279.759765625,2200.0,30.0,0.760939,0.5945729148
622,165319243.0,506496.0,12000.0,2020-05-15,C,5.0,2020-04-15,18.899999618530273,10279.759765625,2220.0,30.0,0.760939,0.5945729148
623,165319246.0,506496.0,12150.0,2020-05-15,C,5.0,2020-04-15,14.199999809265137,10279.759765625,430.0,30.0,0.760939,0.5945729148
624,165319249.0,506496.0,12300.0,2020-05-15,C,5.0,2020-04-15,10.699999809265137,10279.759765625,6.0,30.0,0.760939,0.5945729148
625,165330750.0,506496.0,11650.0,2020-05-15,C,5.0,2020-04-15,38.79999923706055,10279.759765625,6.0,30.0,0.760939,0.5945729148
626,165330751.0,506496.0,11700.0,2020-05-15,C,5.0,2020-04-15,34.70000076293945,10279.759765625,11.0,30.0,0.760939,0.5945729148
627,165330752.0,506496.0,11750.0,2020-05-15,C,5.0,2020-04-15,31.100000381469727,10279.759765625,125.0,30.0,0.760939,0.5945729148
628,165293762.0,506497.0,4800.0,2020-05-15,C,10.0,2020-04-15,24.1200008392334,4353.72021484375,6.0,30.0,0.760939,0.5849958736
629,165319365.0,506497.0,5000.0,2020-05-15,C,10.0,2020-04-15,7.050000190734863,4353.72021484375,8.0,30.0,0.760939,0.5849958736
630,165349141.0,506497.0,4900.0,2020-05-15,C,10.0,2020-04-15,13.220000267028809,4353.72021484375,25.0,30.0,0.760939,0.5849958736
631,165437343.0,506497.0,4750.0,2020-05-15,C,10.0,2020-04-15,32.130001068115234,4353.72021484375,4.0,30.0,0.760939,0.5849958736
632,165437345.0,506497.0,4850.0,2020-05-15,C,10.0,2020-04-15,17.8799991607666,4353.72021484375,3.0,30.0,0.760939,0.5849958736
633,165293808.0,506522.0,10200.0,2020-05-15,C,10.0,2020-04-15,28.799999237060547,9320.2001953125,994.0,30.0,0.760939,0.4827640725
634,165293809.0,506522.0,10250.0,2020-05-15,C,10.0,2020-04-15,24.299999237060547,9320.2001953125,172.0,30.0,0.760939,0.4827640725
635,165293810.0,506522.0,10300.0,2020-05-15,C,10.0,2020-04-15,20.600000381469727,9320.2001953125,1004.0,30.0,0.760939,0.4827640725
636,165293811.0,506522.0,10350.0,2020-05-15,C,10.0,2020-04-15,17.299999237060547,9320.2001953125,5.0,30.0,0.760939,0.4827640725
637,165294072.0,506534.0,480.0,2020-05-15,C,100.0,2020-04-15,26.959999084472656,491.1300048828125,114.0,30.0,0.760939,0.4985376211
638,165294074.0,506534.0,520.0,2020-05-15,C,100.0,2020-04-15,7.869999885559082,491.1300048828125,273.0,30.0,0.760939,0.4985376211
639,165294136.0,506534.0,520.0,2020-05-15,C,10.0,2020-04-15,7.869999885559082,491.1300048828125,5.0,30.0,0.760939,0.4985376211
640,165319605.0,506534.0,500.0,2020-05-15,C,100.0,2020-04-15,15.739999771118164,491.1300048828125,168.0,30.0,0.760939,0.4985376211
641,165337451.0,506534.0,500.0,2020-05-15,C,10.0,2020-04-15,15.739999771118164,491.1300048828125,5.0,30.0,0.760939,0.4985376211
642,165349515.0,506534.0,510.0,2020-05-15,C,100.0,2020-04-15,11.329999923706055,491.1300048828125,375.0,30.0,0.760939,0.4985376211
643,165349517.0,506534.0,530.0,2020-05-15,C,100.0,2020-04-15,5.28000020980835,491.1300048828125,405.0,30.0,0.760939,0.4985376211
644,165408035.0,506534.0,525.0,2020-05-15,C,100.0,2020-04-15,6.46999979019165,491.1300048828125,225.0,30.0,0.760939,0.4985376211
645,165438096.0,506534.0,470.0,2020-05-15,C,100.0,2020-04-15,33.599998474121094,491.1300048828125,15.0,30.0,0.760939,0.4985376211
646,165438098.0,506534.0,485.0,2020-05-15,C,100.0,2020-04-15,23.84000015258789,491.1300048828125,25.0,30.0,0.760939,0.4985376211
647,165438100.0,506534.0,490.0,2020-05-15,C,100.0,2020-04-15,20.950000762939453,491.1300048828125,68.0,30.0,0.760939,0.4985376211
648,165438102.0,506534.0,495.0,2020-05-15,C,100.0,2020-04-15,18.229999542236328,491.1300048828125,100.0,30.0,0.760939,0.4985376211
649,165478138.0,506534.0,505.0,2020-05-15,C,100.0,2020-04-15,13.420000076293945,491.1300048828125,122.0,30.0,0.760939,0.4985376211
650,165478140.0,506534.0,515.0,2020-05-15,C,100.0,2020-04-15,9.479999542236328,491.1300048828125,155.0,30.0,0.760939,0.4985376211
651,165515728.0,506534.0,475.0,2020-05-15,C,100.0,2020-04-15,30.200000762939453,491.1300048828125,60.0,30.0,0.760939,0.4985376211
652,165782685.0,506534.0,465.0,2020-05-15,C,100.0,2020-04-15,37.09000015258789,491.1300048828125,3.0,30.0,0.760939,0.4985376211
653,165303473.0,701057.0,21500.0,2020-05-15,C,2.0,2020-04-15,14.0,16719.0,4.0,30.0,0.760939,0.4735202263
654,165323058.0,701057.0,20000.0,2020-05-15,C,2.0,2020-04-15,25.0,16719.0,41.0,30.0,0.760939,0.4735202263
655,165323059.0,701057.0,20500.0,2020-05-15,C,2.0,2020-04-15,10.0,16719.0,5.0,30.0,0.760939,0.4735202263
656,165323038.0,701056.0,7900.0,2020-05-15,C,1.0,2020-04-15,13.0,6845.0,3.0,30.0,0.760939,0.6028185064
657,165323358.0,702263.0,1600.0,2020-05-15,C,100.0,2020-04-15,15.0,1478.125,1109.0,30.0,0.760939,0.5439411977
658,165323359.0,702263.0,1610.0,2020-05-15,C,100.0,2020-04-15,13.25,1478.125,5.0,30.0,0.760939,0.5439411977
659,165323360.0,702263.0,1620.0,2020-05-15,C,100.0,2020-04-15,11.5,1478.125,10.0,30.0,0.760939,0.5439411977
660,165323362.0,702263.0,1640.0,2020-05-15,C,100.0,2020-04-15,8.699999809265137,1478.125,22.0,30.0,0.760939,0.5439411977
661,165323363.0,702263.0,1650.0,2020-05-15,C,100.0,2020-04-15,9.800000190734863,1478.125,10.0,30.0,0.760939,0.5439411977
662,165323364.0,702263.0,1660.0,2020-05-15,C,100.0,2020-04-15,6.0,1478.125,9.0,30.0,0.760939,0.5439411977
663,165333525.0,702263.0,1550.0,2020-05-15,C,100.0,2020-04-15,36.0,1478.125,12.0,30.0,0.760939,0.5439411977
664,165333528.0,702263.0,1580.0,2020-05-15,C,100.0,2020-04-15,22.75,1478.125,24.0,30.0,0.760939,0.5439411977
665,165333529.0,702263.0,1590.0,2020-05-15,C,100.0,2020-04-15,23.5,1478.125,40.0,30.0,0.760939,0.5439411977
666,165330922.0,506528.0,6300.0,2020-05-15,C,10.0,2020-04-15,15.0,5597.64990234375,17.0,30.0,0.760939,0.5589074614
667,165349374.0,506528.0,6350.0,2020-05-15,C,10.0,2020-04-15,11.5,5597.64990234375,485.0,30.0,0.760939,0.5589074614
668,165366740.0,506528.0,6150.0,2020-05-15,C,10.0,2020-04-15,32.5,5597.64990234375,11.0,30.0,0.760939,0.5589074614
669,165366741.0,506528.0,6250.0,2020-05-15,C,10.0,2020-04-15,19.5,5597.64990234375,9.0,30.0,0.760939,0.5589074614
670,165366742.0,506528.0,6375.0,2020-05-15,C,10.0,2020-04-15,10.0,5597.64990234375,50.0,30.0,0.760939,0.5589074614
671,165339846.0,782358.0,720.0,2020-05-15,C,100.0,2020-04-15,8.0,673.7999877929688,120.0,30.0,0.760939,0.4110431693
672,165347870.0,504880.0,3125.0,2020-05-15,C,10.0,2020-04-15,9.800000190734863,2808.199951171875,1152.0,30.0,0.760939,0.5825452537
673,165347871.0,504880.0,3175.0,2020-05-15,C,10.0,2020-04-15,5.800000190734863,2808.199951171875,1771.0,30.0,0.760939,0.5825452537
674,165365236.0,504880.0,2975.0,2020-05-15,C,10.0,2020-04-15,38.79999923706055,2808.199951171875,1475.0,30.0,0.760939,0.5825452537
675,165365237.0,504880.0,3025.0,2020-05-15,C,10.0,2020-04-15,25.799999237060547,2808.199951171875,1622.0,30.0,0.760939,0.5825452537
676,165365238.0,504880.0,3075.0,2020-05-15,C,10.0,2020-04-15,16.200000762939453,2808.199951171875,1590.0,30.0,0.760939,0.5825452537
677,165293804.0,506522.0,10000.0,2020-05-15,C,10.0,2020-05-08,5.300000190734863,9665.349609375,186.0,7.0,0.112287,0.2099634596
678,165293857.0,506522.0,9800.0,2020-05-15,C,10.0,2020-05-08,28.600000381469727,9665.349609375,50.0,7.0,0.112287,0.2099634596
679,165293858.0,506522.0,9850.0,2020-05-15,C,10.0,2020-05-08,18.299999237060547,9665.349609375,120.0,7.0,0.112287,0.2099634596
680,165293859.0,506522.0,9900.0,2020-05-15,C,10.0,2020-05-08,11.600000381469727,9665.349609375,13.0,7.0,0.112287,0.2099634596
681,165293860.0,506522.0,9950.0,2020-05-15,C,10.0,2020-05-08,7.5,9665.349609375,6.0,7.0,0.112287,0.2099634596
682,165294074.0,506534.0,520.0,2020-05-15,C,100.0,2020-05-08,6.46999979019165,520.5700073242188,1569.0,7.0,0.112287,0.3402474215
683,165319605.0,506534.0,500.0,2020-05-15,C,100.0,2020-05-08,21.389999389648438,520.5700073242188,179.0,7.0,0.112287,0.3402474215
684,165349515.0,506534.0,510.0,2020-05-15,C,100.0,2020-05-08,13.109999656677246,520.5700073242188,230.0,7.0,0.112287,0.3402474215
685,165367023.0,506534.0,510.0,2020-05-15,C,10.0,2020-05-08,13.109999656677246,520.5700073242188,3.0,7.0,0.112287,0.3402474215
686,165438098.0,506534.0,485.0,2020-05-15,C,100.0,2020-05-08,35.2400016784668,520.5700073242188,39.0,7.0,0.112287,0.3402474215
687,165438100.0,506534.0,490.0,2020-05-15,C,100.0,2020-05-08,30.520000457763672,520.5700073242188,36.0,7.0,0.112287,0.3402474215
688,165438102.0,506534.0,495.0,2020-05-15,C,100.0,2020-05-08,25.90999984741211,520.5700073242188,21.0,7.0,0.112287,0.3402474215
689,165478138.0,506534.0,505.0,2020-05-15,C,100.0,2020-05-08,17.1200008392334,520.5700073242188,79.0,7.0,0.112287,0.3402474215
690,165478140.0,506534.0,515.0,2020-05-15,C,100.0,2020-05-08,9.520000457763672,520.5700073242188,274.0,7.0,0.112287,0.3402474215
691,165889480.0,506534.0,496.0,2020-05-15,C,100.0,2020-05-08,25.010000228881836,520.5700073242188,3.0,7.0,0.112287,0.3402474215
692,165889482.0,506534.0,498.0,2020-05-15,C,100.0,2020-05-08,23.200000762939453,520.5700073242188,3.0,7.0,0.112287,0.3402474215
693,165889484.0,506534.0,502.0,2020-05-15,C,100.0,2020-05-08,19.68000030517578,520.5700073242188,5.0,7.0,0.112287,0.3402474215
694,165889486.0,506534.0,504.0,2020-05-15,C,100.0,2020-05-08,17.969999313354492,520.5700073242188,29.0,7.0,0.112287,0.3402474215
695,165889488.0,506534.0,506.0,2020-05-15,C,100.0,2020-05-08,16.309999465942383,520.5700073242188,12.0,7.0,0.112287,0.3402474215
696,165889490.0,506534.0,508.0,2020-05-15,C,100.0,2020-05-08,14.670000076293945,520.5700073242188,9.0,7.0,0.112287,0.3402474215
697,165889492.0,506534.0,512.0,2020-05-15,C,100.0,2020-05-08,11.619999885559082,520.5700073242188,181.0,7.0,0.112287,0.3402474215
698,165889494.0,506534.0,514.0,2020-05-15,C,100.0,2020-05-08,10.180000305175781,520.5700073242188,182.0,7.0,0.112287,0.3402474215
699,165889496.0,506534.0,516.0,2020-05-15,C,100.0,2020-05-08,8.859999656677246,520.5700073242188,185.0,7.0,0.112287,0.3402474215
700,165889498.0,506534.0,518.0,2020-05-15,C,100.0,2020-05-08,7.610000133514404,520.5700073242188,151.0,7.0,0.112287,0.3402474215
701,165889500.0,506534.0,522.0,2020-05-15,C,100.0,2020-05-08,5.400000095367432,520.5700073242188,178.0,7.0,0.112287,0.3402474215
702,165893835.0,506534.0,486.0,2020-05-15,C,100.0,2020-05-08,34.290000915527344,520.5700073242188,3.0,7.0,0.112287,0.3402474215
703,165319236.0,506496.0,11300.0,2020-05-15,C,5.0,2020-05-08,24.5,10904.48046875,1626.0,7.0,0.112287,0.3489523436
704,165319237.0,506496.0,11400.0,2020-05-15,C,5.0,2020-05-08,13.899999618530273,10904.48046875,312.0,7.0,0.112287,0.3489523436
705,165319238.0,506496.0,11500.0,2020-05-15,C,5.0,2020-05-08,7.800000190734863,10904.48046875,141.0,7.0,0.112287,0.3489523436
706,165348905.0,506496.0,11250.0,2020-05-15,C,5.0,2020-05-08,32.29999923706055,10904.48046875,411.0,7.0,0.112287,0.3489523436
707,165348906.0,506496.0,11350.0,2020-05-15,C,5.0,2020-05-08,18.5,10904.48046875,145.0,7.0,0.112287,0.3489523436
708,165348907.0,506496.0,11450.0,2020-05-15,C,5.0,2020-05-08,10.399999618530273,10904.48046875,32.0,7.0,0.112287,0.3489523436
709,165333524.0,702263.0,1540.0,2020-05-15,C,100.0,2020-05-08,29.75,1558.0999755859375,184.0,7.0,0.112287,0.3449807801
710,165333525.0,702263.0,1550.0,2020-05-15,C,100.0,2020-05-08,23.0,1558.0999755859375,938.0,7.0,0.112287,0.3449807801
711,165333526.0,702263.0,1560.0,2020-05-15,C,100.0,2020-05-08,18.0,1558.0999755859375,41.0,7.0,0.112287,0.3449807801
712,165333527.0,702263.0,1570.0,2020-05-15,C,100.0,2020-05-08,15.0,1558.0999755859375,15.0,7.0,0.112287,0.3449807801
713,165333528.0,702263.0,1580.0,2020-05-15,C,100.0,2020-05-08,8.800000190734863,1558.0999755859375,239.0,7.0,0.112287,0.3449807801
714,165333529.0,702263.0,1590.0,2020-05-15,C,100.0,2020-05-08,6.800000190734863,1558.0999755859375,42.0,7.0,0.112287,0.3449807801
715,165787490.0,702263.0,1535.0,2020-05-15,C,100.0,2020-05-08,32.0,1558.0999755859375,10.0,7.0,0.112287,0.3449807801
716,165787492.0,702263.0,1555.0,2020-05-15,C,100.0,2020-05-08,21.5,1558.0999755859375,9.0,7.0,0.112287,0.3449807801
717,165787494.0,702263.0,1575.0,2020-05-15,C,100.0,2020-05-08,12.5,1558.0999755859375,15.0,7.0,0.112287,0.3449807801
718,165787495.0,702263.0,1585.0,2020-05-15,C,100.0,2020-05-08,8.699999809265137,1558.0999755859375,10.0,7.0,0.112287,0.3449807801
719,165349139.0,506497.0,4600.0,2020-05-15,C,10.0,2020-05-08,34.310001373291016,4549.64013671875,26.0,7.0,0.112287,0.3730182908
720,165366480.0,506497.0,4700.0,2020-05-15,C,10.0,2020-05-08,10.279999732971191,4549.64013671875,21.0,7.0,0.112287,0.3730182908
721,165437341.0,506497.0,4650.0,2020-05-15,C,10.0,2020-05-08,19.1200008392334,4549.64013671875,5.0,7.0,0.112287,0.3730182908
722,165875275.0,506497.0,4625.0,2020-05-15,C,10.0,2020-05-08,25.790000915527344,4549.64013671875,3.0,7.0,0.112287,0.3730182908
723,165365236.0,504880.0,2975.0,2020-05-15,C,10.0,2020-05-08,11.199999809265137,2908.110107421875,3098.0,7.0,0.112287,0.3216430027
724,165405335.0,504880.0,2925.0,2020-05-15,C,10.0,2020-05-08,27.5,2908.110107421875,2049.0,7.0,0.112287,0.3216430027
725,165371883.0,701057.0,18500.0,2020-05-15,C,2.0,2020-05-08,11.0,17438.0,69.0,7.0,0.112287,0.3372105994
726,165837684.0,701057.0,18250.0,2020-05-15,C,2.0,2020-05-08,31.0,17438.0,28.0,7.0,0.112287,0.3372105994
727,165883257.0,701057.0,18200.0,2020-05-15,C,2.0,2020-05-08,38.0,17438.0,4.0,7.0,0.112287,0.3372105994
